,year,population_access_to_electricity,access_to_clean_fuels_for_cooking,re_share_in_total_ec_in_percentage,electricity_from_renewables_twh,lowcarbon_electricity,primary_energy_consumption_per_capita_kwhperson,gdp_growth,gdp_per_capita,country_id
1132,2019,48.06359,7.0,88.92,14.22,99.929726,921.99115,8.364085699,855.7608852,54
1133,2020,51.093983,7.8,32.63816497829233,14.22,99.929726,860.0999,6.056617792,936.3404611,54
1134,2000,75.72492,28.2,50.06,0.44,70.96774,9308.956,-1.699998416,2069.317455,55
1135,2001,77.00068,28.15,40.44,0.5,74.62686,9574.995,2.000000147,2030.246351,55
1136,2002,79.63,28.2,48.98,0.5,70.42254,8027.728,3.199999114,2248.714191,55
1137,2003,80.0,28.3,40.83,0.41,56.944443,8717.398,0.999999345,2818.91392,55
1138,2004,80.79184,28.5,35.72,0.44,58.666668,11433.929,5.299999705,3311.159895,55
1139,2005,82.05135,28.7,40.02,0.42,53.164555,9695.102,0.700000402,3627.632856,55
1140,2006,83.31274,29.2,39.07,0.45,53.57143,10524.99,1.852483872,3715.932657,55
1141,2007,88.9,29.6,36.04,0.6,68.96552,10062.741,-0.85065431,4040.152119,55
1142,2008,86.16,30.2,40.89,0.62,70.454544,7890.7285,1.03279422,4167.694935,55
1143,2009,87.134865,31.0,40.09,0.58,67.44186,6803.4795,-1.386037708,3362.820495,55
1144,2010,89.24858,31.9,26.49,0.55,61.111115,9167.494,2.954672422,3652.535933,55
1145,2011,90.146126,33.2,31.15,0.56,65.11628,7085.0757,2.705143029,4371.447385,55
1146,2012,91.07083,34.5,31.73,0.62,72.093025,7121.2935,1.411314382,4591.577015,55
1147,2013,91.75,36.6,32.81,0.61,69.318184,7502.866,4.73421949,4840.72727,55
1148,2014,93.786606,38.1,33.17,0.53,58.241753,7886.4253,5.603514887,5605.609148,55
1149,2015,95.16824,40.3,32.74,0.53,55.208332,8231.743,4.501199392,5390.714207,55
1150,2016,96.561745,42.4,27.68,0.6,62.500004,8094.5083,2.445652008,5651.272721,55
1151,2017,96.0,44.6,28.55,0.64,60.952385,8787.309,5.353364937,6101.02389,55
1152,2018,99.372505,46.7,25.8,0.71,65.13761,9316.589,3.81235097,6317.41372,55
1153,2019,99.71588,49.4,26.48,0.71,62.83186,9417.632,-0.445563044,6175.890653,55
1154,2020,100.0,51.4,32.63816497829233,0.7,63.636364,9030.606,-15.71180398,5057.631913,55
1155,2000,100.0,100.0,31.68,23.38,65.71142,69377.0,5.773362458,24285.46682,56
1156,2001,100.0,100.0,29.25,21.54,59.644634,70719.58,2.610019124,24946.18919,56
1157,2002,100.0,100.0,29.52,19.83,56.376286,70908.92,1.707148962,26869.6749,56
1158,2003,100.0,100.0,28.35,19.06,49.702663,75758.37,2.003784203,32855.13263,56
1159,2004,100.0,100.0,31.1,25.63,56.483646,75218.67,3.99209129,37702.84538,56
1160,2005,100.0,100.0,31.52,23.46,66.44391,68155.33,2.779850556,39040.28888,56
1161,2006,100.0,100.0,31.25,22.46,55.29555,72824.555,4.027409658,41188.0937,56
1162,2007,100.0,100.0,31.8,24.32,58.99654,72265.94,5.299336507,48414.84509,56
1163,2008,100.0,100.0,34.61,27.77,65.90023,69352.664,0.783995061,53554.03892,56
1164,2009,100.0,100.0,32.46,21.7,63.011982,63925.77,-8.074447432,47293.99283,56
1165,2010,100.0,100.0,33.43,24.18,58.47648,69228.28,3.185958654,46459.97325,56
1166,2011,100.0,100.0,35.14,24.18,64.70428,64942.777,2.547664838,51081.99767,56
1167,2012,100.0,100.0,38.72,28.56,73.5483,62886.45,-1.397545728,47710.79022,56
1168,2013,100.0,100.0,38.52,25.63,69.37165,62843.996,-0.901696316,49878.04324,56
1169,2014,100.0,100.0,41.25,26.28,73.528984,60391.24,-0.364908157,50260.29986,56
1170,2015,100.0,100.0,43.23,30.53,78.67174,60022.977,0.543659212,42784.69836,56
1171,2016,100.0,100.0,42.4,30.41,78.28563,60795.297,2.811457767,43784.28396,56
1172,2017,100.0,100.0,44.48,31.48,80.381355,59405.816,3.19240963,46297.49635,56
1173,2018,100.0,100.0,44.17,32.14,78.49385,60528.164,1.141947509,49964.49991,56
1174,2019,100.0,100.0,45.76,31.88,81.52969,59219.418,1.220754143,48628.64176,56
1175,2020,100.0,100.0,32.63816497829233,35.93,85.77636,56636.78,-2.800135891,48744.98813,56
1176,2000,100.0,100.0,9.32,67.83,90.51537,52966.594,3.923669227,22364.02939,57
1177,2001,100.0,100.0,9.46,76.09,91.45038,53298.86,1.983721419,22433.55498,57
1178,2002,100.0,100.0,8.73,62.69,90.46041,52433.27,1.135531482,24177.33556,57
1179,2003,100.0,100.0,8.91,61.47,89.75211,52657.883,0.823160757,29568.3888,57
1180,2004,100.0,100.0,8.95,62.42,90.033325,52754.13,2.829752929,33741.26192,57
1181,2005,100.0,100.0,8.66,54.98,88.88324,52097.117,1.66321998,34760.18502,57
1182,2006,100.0,100.0,8.52,60.91,89.98239,51332.477,2.449323601,36443.62631,57
1183,2007,100.0,100.0,9.46,64.3,89.65155,50095.92,2.424736243,41508.43269,57
1184,2008,100.0,100.0,10.6,72.33,90.205345,49932.984,0.25494596,45334.11796,57
1185,2009,100.0,100.0,11.32,68.15,90.30252,46864.53,-2.873313828,41575.42196,57
1186,2010,100.0,100.0,11.99,76.68,89.76067,48006.33,1.949437623,40638.33525,57
1187,2011,100.0,100.0,10.66,66.02,89.60345,45914.77,2.192700633,43790.72602,57
1188,2012,100.0,100.0,12.34,85.25,90.05078,45681.15,0.313134751,40874.70039,57
1189,2013,100.0,100.0,13.42,99.42,90.74507,45921.207,0.576326675,42592.93539,57
1190,2014,100.0,100.0,13.2,94.03,93.69823,43808.914,0.956183052,43011.2631,57
1191,2015,100.0,100.0,13.34,91.84,92.22017,43929.527,1.112912341,36638.18493,57
1192,2016,100.0,100.0,14.24,99.0,89.89528,43053.95,1.095464404,37037.37419,57
1193,2017,100.0,100.0,14.12,92.63,88.294846,42633.387,2.291419994,38685.25849,57
1194,2018,100.0,100.0,15.21,113.62,91.44365,43334.203,1.865066071,41572.48501,57
1195,2019,100.0,100.0,15.53,113.21,90.54302,42326.785,1.842971814,40578.64429,57
1196,2020,100.0,100.0,32.63816497829233,125.28,90.869606,38063.406,-7.855256037,39030.36037,57
1197,2000,73.6,64.6,72.78,0.8,62.5,9016.453,-1.882966398,4135.99238,58
1198,2001,77.1408,66.5,72.42,0.87,64.44444,9478.856,2.135233422,3993.031336,58
1199,2002,77.84244,68.0,79.82,0.91,64.08451,9233.193,-0.249033169,4141.434366,58
1200,2003,78.53884,69.6,83.63,0.89,60.958904,8742.1875,2.247330012,4933.46217,58
1201,2004,79.23235,71.1,85.78,0.88,59.459457,8665.52,0.689543058,5739.613204,58
1202,2005,81.6,72.7,85.25,0.8,52.980133,9015.141,2.676203333,6891.36192,58
1203,2006,80.62018,74.45,86.16,0.94,58.385094,8974.716,-2.806578356,7221.369877,58
1204,2007,81.31955,75.9,87.35,0.79,47.02381,8646.734,6.008108025,8458.309179,58
1205,2008,82.02615,77.7,87.32,0.88,49.717514,8547.841,-3.308430649,10254.17196,58
1206,2009,82.7427,79.0,88.0,0.94,51.933704,8182.456,0.13033112,7721.018953,58
1207,2010,89.46172,80.4,85.86,0.9,48.12834,9214.65,7.089887315,8849.322608,58
1208,2011,88.859566,81.6,79.71,0.83,42.34694,9102.298,7.091753343,10809.68495,58
1209,2012,89.3,82.65,75.49,0.9,43.269234,11006.094,5.251076918,9813.505747,58
1210,2013,86.4,83.6,82.19,0.93,46.039604,10740.267,5.638699003,9683.58162,58
1211,2014,86.96431,84.65,81.3,0.79,41.145836,10845.483,4.314964441,9663.42411,58
1212,2015,87.37686,85.6,81.95,0.93,45.365856,10108.493,3.878899395,7384.700704,58
1213,2016,88.20383,86.2,80.77,0.96,42.857143,9740.699,2.091442208,6984.419712,58
1214,2017,86.27,86.8,90.1,0.94,42.922375,10052.3955,0.472642031,7230.434912,58
1215,2018,89.881516,87.4,90.13,0.91,41.935482,8795.324,0.837916581,7959.007267,58
1216,2019,90.726295,87.8,89.88,1.01,44.690266,7427.6616,3.920808795,7766.996554,58
1217,2020,91.57156,88.1,32.63816497829233,1.01,45.90909,8367.068,-1.83776093,6881.715192,58
1218,2000,34.3,3.7,62.86,0.0,0.0,880.39734,3.441610056684874,13283.77434796745,59
1219,2001,29.87002,3.7,59.61,0.0,0.0,931.84937,3.441610056684874,13283.77434796745,59
1220,2002,31.517565,3.8,60.97,0.0,0.0,901.8342,3.441610056684874,13283.77434796745,59
1221,2003,27.8,3.7,62.41,0.0,0.0,876.4806,3.441610056684874,13283.77434796745,59
1222,2004,34.7993,3.6,61.25,0.0,0.0,898.55994,3.441610056684874,13283.77434796745,59
1223,2005,30.456268,3.4,61.71,0.0,0.0,881.66327,3.441610056684874,13283.77434796745,59
1224,2006,38.078945,3.3,60.21,0.0,0.0,929.5181,3.441610056684874,13283.77434796745,59
1225,2007,39.724228,3.1,57.27,0.0,0.0,934.9129,3.441610056684874,13283.77434796745,59
1226,2008,41.37674,3.0,56.28,0.0,0.0,941.5169,3.441610056684874,13283.77434796745,59
1227,2009,43.039192,2.8,53.91,0.0,0.0,980.54083,3.441610056684874,13283.77434796745,59
1228,2010,46.655277,2.7,56.6,0.0,0.0,1036.8582,3.441610056684874,13283.77434796745,59
1229,2011,48.247086,2.4,56.24,0.0,0.0,1056.7408,3.441610056684874,13283.77434796745,59
1230,2012,49.82793,2.3,56.95,0.0,0.0,998.79663,3.441610056684874,13283.77434796745,59
1231,2013,51.5,2.2,59.33,0.0,0.0,964.19214,3.441610056684874,13283.77434796745,59
1232,2014,52.933727,2.1,53.17,0.0,0.0,1034.7433,3.441610056684874,13283.77434796745,59
1233,2015,54.56199,2.0,48.95,0.0,0.0,1028.8588,3.441610056684874,13283.77434796745,59
1234,2016,56.327408,1.9,48.62,0.0,0.0,1008.46924,3.441610056684874,13283.77434796745,59
1235,2017,56.2,1.9,48.02,0.0,0.0,998.2301,3.441610056684874,13283.77434796745,59
1236,2018,60.3,1.8,49.01,0.0,0.0,978.7463,3.441610056684874,13283.77434796745,59
1237,2019,62.1,1.8,49.24,0.0,0.0,972.6679,3.441610056684874,13283.77434796745,59
1238,2020,62.273067,1.7,32.63816497829233,0.0,0.0,905.3456,3.441610056684874,13283.77434796745,59
1239,2000,99.81181,48.1,47.25,5.8,79.779915,9423.704,1.838341066,749.908535,60
1240,2001,99.80533,49.1,53.15,5.49,80.73529,8959.572,4.805453273,801.9904139,60
1241,2002,99.9,49.6,56.76,6.7,93.575424,10776.443,5.473836801,853.5164537,60
1242,2003,100.0,51.1,55.33,6.46,91.50142,9694.849,11.05872319,1010.00798,60
1243,2004,99.93,52.7,54.53,5.99,87.958885,10085.432,5.794496346,1305.047486,60
1244,2005,97.93505,54.2,41.48,6.17,86.414566,11553.322,9.589574062,1642.760938,60
1245,2006,100.0,56.35,37.22,5.26,73.98031,10517.187,9.419770648,1996.057129,60
1246,2007,100.0,58.3,36.22,6.75,82.61934,13246.12,12.57895343,2635.353882,60
1247,2008,100.0,60.8,36.3,7.09,85.421684,13342.63,2.418571659,3324.735879,60
1248,2009,100.0,63.0,36.72,7.34,87.17339,13652.776,-3.650513631,2822.66743,60
1249,2010,100.0,65.6,39.15,9.27,92.88578,14789.647,6.249487768,3233.295943,60
1250,2011,100.0,68.7,31.53,7.81,78.256516,13820.907,7.399999867,4021.743306,60
1251,2012,100.0,71.7,28.69,7.15,75.50158,14376.836,6.369008306,4421.818242,60
1252,2013,100.0,74.1,33.16,8.19,82.97872,16267.887,3.621305352,4623.745725,60
1253,2014,100.0,77.0,31.34,8.25,81.20079,17044.346,4.431924823,4739.188338,60
1254,2015,100.0,79.3,28.15,8.37,78.88785,18088.293,3.02220738,4014.185944,60
1255,2016,100.0,81.65,27.64,9.25,81.497795,19119.283,2.90643878,4062.169888,60
1256,2017,100.0,84.0,28.03,9.21,81.43236,19005.781,4.842603225,4357.000936,60
1257,2018,99.9,85.8,27.94,9.93,83.30537,19383.402,4.842919885,4722.787783,60
1258,2019,100.0,87.7,25.22,8.93,76.98276,19659.346,4.982350475,4697.983652,60
1259,2020,100.0,89.1,32.63816497829233,8.34,74.731186,18696.85,-6.760439817,4266.690795,60
1260,2000,100.0,100.0,3.7,35.47,35.834354,48903.7,2.912502964,23635.92922,61
1261,2001,100.0,100.0,3.9,37.9,35.951813,49841.387,1.681468481,23607.88286,61
1262,2002,100.0,100.0,4.41,44.48,35.968105,49257.79,-0.197973835,25077.72908,61
1263,2003,100.0,100.0,5.44,46.67,35.139576,49300.902,-0.700116686,30243.57653,61
1264,2004,100.0,100.0,6.34,57.97,36.874874,49342.406,1.175088132,34044.05363,61
1265,2005,100.0,100.0,7.28,63.4,36.916584,48793.566,0.731707164,34507.36881,61
1266,2006,100.0,100.0,8.59,72.51,38.0718,50043.03,3.816441913,36323.44774,61
1267,2007,100.0,100.0,10.47,89.38,36.36033,47958.13,2.976455131,41587.2129,61
1268,2008,100.0,100.0,10.25,94.28,38.340176,48445.984,0.959879134,45427.15168,61
1269,2009,100.0,100.0,10.72,95.94,39.200935,45436.277,-5.693836336,41485.90165,61
1270,2010,100.0,100.0,11.61,105.18,39.34106,47305.82,4.179882499,41531.9342,61
1271,2011,100.0,100.0,12.54,124.04,38.33799,45571.504,3.925192705,46644.77603,61
1272,2012,100.0,100.0,13.64,143.04,39.088314,46132.67,0.418497594,43858.36306,61
1273,2013,100.0,100.0,13.63,152.34,39.55161,47361.547,0.437591303,46285.76407,61
1274,2014,100.0,100.0,14.02,162.54,41.88564,45327.562,2.209543431,47959.99327,61
1275,2015,100.0,100.0,14.55,188.79,43.80161,46066.887,1.491931528,41086.72967,61
1276,2016,100.0,100.0,14.24,189.67,42.6614,46675.777,2.229999868,42107.51727,61
1277,2017,100.0,100.0,15.22,216.32,45.29961,47112.9,2.680231114,44542.2952,61
1278,2018,100.0,100.0,16.12,222.07,47.109306,45781.406,1.086024514,47950.18081,61
1279,2019,100.0,100.0,17.17,240.33,52.611385,44467.746,1.055508247,46794.89929,61
1280,2020,100.0,100.0,32.63816497829233,251.48,55.681694,41377.68,-4.569616717,46208.42947,61
1281,2000,43.7,6.2,71.62,6.55,91.86536,2116.77,3.700000082,258.4710399,62
1282,2001,44.837513,6.6,69.32,6.55,84.7348,2073.1177,4.000000128,269.0149848,62
1283,2002,46.85807,7.2,65.68,5.01,70.464134,1846.1882,4.499999559,304.564636,62
1284,2003,48.3,7.9,64.47,3.87,67.53927,1645.2809,5.200000133,367.8213621,62
1285,2004,50.88583,8.5,62.38,5.24,89.11565,1892.3693,5.599999991,417.5080667,62
1286,2005,41.25,9.5,61.43,5.58,83.532936,1893.7173,5.900003819,492.5440562,62
1287,2006,55.09345,10.5,58.56,5.58,67.88321,1794.2775,6.399912606,913.3938493,62
1288,2007,56.929794,11.8,54.53,3.71,54.80059,1649.7666,4.346819104,1081.166318,62
1289,2008,60.5,13.0,57.34,6.14,75.42997,1899.8279,9.149798938,1217.064435,62
1290,2009,60.99078,14.5,51.9,6.82,77.67654,2130.4485,4.844487052,1077.662058,62
1291,2010,64.2,16.0,51.91,6.95,69.98993,2141.837,7.899711941,1299.345212,62
1292,2011,64.06256,17.3,50.09,7.51,68.70997,2627.7834,14.04712358,1549.462719,62
1293,2012,56.51,18.7,46.5,8.01,68.34471,2631.042,9.292789406,1587.560932,62
1294,2013,70.7,19.6,46.19,8.17,65.203514,2698.5383,7.312525017,2361.090324,62
1295,2014,78.3,20.5,47.69,8.32,65.8749,2673.1282,2.856240163,2012.264247,62
1296,2015,74.07884,21.1,44.02,5.81,52.014324,2847.0212,2.120759338,1774.074771,62
1297,2016,79.3,21.8,45.22,5.56,48.77193,2814.9978,3.37346575,1971.956935,62
1298,2017,79.0,21.9,44.43,5.67,44.15888,2757.9565,8.128894881,2074.290733,62
1299,2018,80.4,22.2,41.48,6.07,42.24078,3112.291,6.200077681,2260.860567,62
1300,2019,83.5,22.4,41.8,7.32,43.858597,3135.595,6.507774794,2246.625578,62
1301,2020,85.87355,22.2,32.63816497829233,7.38,36.534653,3484.1567,0.414443458,2205.529016,62
1302,2000,100.0,100.0,7.82,4.14,7.7499065,33796.73,3.919770905,12042.95371,63
1303,2001,100.0,100.0,7.11,2.94,5.5388093,33961.258,4.131611969,12538.17887,63
1304,2002,100.0,100.0,7.33,3.58,6.6357737,33917.586,3.922872114,14110.31337,63
1305,2003,100.0,100.0,7.6,5.89,10.172711,35850.453,5.794530776,18477.57836,63
1306,2004,100.0,100.0,7.85,5.91,10.051021,35828.086,5.060992902,21955.10414,63
1307,2005,100.0,100.0,8.01,6.41,10.785798,35956.984,0.59914188,22551.73577,63
1308,2006,100.0,100.0,8.51,7.67,12.747216,37034.242,5.652433708,24801.15778,63
1309,2007,100.0,100.0,8.05,4.59,7.319407,37808.297,3.273746933,28827.32639,63
1310,2008,100.0,100.0,8.32,5.75,9.138589,37168.062,-0.335172558,31997.28202,63
1311,2009,100.0,100.0,9.19,8.16,13.361716,35855.25,-4.300733458,29710.97023,63
1312,2010,100.0,100.0,11.37,10.53,18.351341,34298.055,-5.478627432,26690.60742,63
1313,2011,100.0,100.0,11.38,8.15,13.7692175,33738.633,-10.14931483,25450.53412,63
1314,2012,100.0,100.0,14.17,10.13,16.674896,31860.057,-7.086696786,21914.25173,63
1315,2013,100.0,100.0,16.61,14.36,25.140057,30079.553,-2.515997222,21781.59535,63
1316,2014,100.0,100.0,16.41,12.18,24.190666,28344.934,0.475695947,21587.95755,63
1317,2015,100.0,100.0,17.47,14.85,28.65136,28845.504,-0.19608763,18076.60676,63
1318,2016,100.0,100.0,16.41,14.89,27.366293,28556.062,-0.487173294,17911.79938,63
1319,2017,100.0,100.0,16.38,13.8,25.009062,30131.885,1.09214912,18536.19072,63
1320,2018,100.0,100.0,17.86,16.14,30.309858,30475.123,1.668428636,19747.34258,63
1321,2019,100.0,100.0,18.51,16.1,33.14121,29966.309,1.803595256,19133.75776,63
1322,2020,100.0,100.0,32.63816497829233,17.55,36.44103,26343.523,-9.019129085,17622.541,63
1323,2000,86.04223,92.4,10.5,0.0,0.0,8030.945,4.887952137,5056.977259,64
1324,2001,86.37166,92.8,10.42,0.0,0.0,8319.619,-2.023900041,5041.012235,64
1325,2002,86.69351,92.8,10.46,0.0,0.0,8525.037,3.43732353,5213.795649,64
1326,2003,87.010124,93.1,10.44,0.0,0.0,8976.218,9.463973431,5682.705378,64
1327,2004,87.323845,93.1,10.56,0.0,0.0,8654.664,-0.647450316,5741.653658,64
1328,2005,87.63704,93.2,10.57,0.0,0.0,9039.732,13.27618833,6645.985549,64
1329,2006,87.9521,93.3,10.36,0.0,0.0,9290.929,-3.995328244,6658.223586,64
1330,2007,88.27168,93.2,9.9,0.0,0.0,9798.676,6.123450947,7212.986819,64
1331,2008,90.0,93.2,10.69,0.0,0.0,10349.056,0.947542625,7832.349081,64
1332,2009,88.93526,92.9,10.47,0.0,0.0,9980.4795,-6.613281348,7290.834938,64
1333,2010,89.28466,92.7,10.53,0.0,0.0,10297.715,-0.511262754,7258.166561,64
1334,2011,88.8,92.6,11.27,0.0,0.0,10196.201,0.764976824,7291.74167,64
1335,2012,90.03225,92.2,11.38,0.0,0.0,10296.617,-1.155143735,7444.089075,64
1336,2013,90.434906,91.7,10.92,0.0,0.0,11516.319,2.351418773,7789.632355,64
1337,2014,90.85538,91.5,11.26,0.0,0.0,9650.67,7.344076522,8370.040472,64
1338,2015,91.29069,91.2,11.07,0.0,0.0,9958.878,6.443143733,9096.538652,64
1339,2016,91.73787,90.85,11.4,0.0,0.0,10175.044,3.739651388,9628.259169,64
1340,2017,92.193954,90.25,11.48,0.0,0.0,10974.274,4.438675669,10152.83281,64
1341,2018,92.3,89.9,10.69,0.0,0.0,10724.042,4.299405392,10466.88221,64
1342,2019,93.120964,89.6,10.37,0.0,0.0,10655.754,0.7355827,10827.43529,64
1343,2020,93.58645,89.1,32.63816497829233,0.0,0.0,8918.377,-13.70773068,9261.551876,64
1344,2000,73.31821,40.55,62.75,3.19,52.902153,4058.544,3.608868717,1664.298958,65
1345,2001,73.73273,39.7,61.35,3.0,51.457977,4133.946,2.332574866,1550.360366,65
1346,2002,78.66784,39.0,63.84,2.79,45.43974,4082.936,3.839287086,1682.994501,65
1347,2003,78.51221,38.2,64.37,3.55,46.405228,4382.797,2.560377668,1737.879287,65
1348,2004,77.22824,37.6,66.17,3.29,48.813057,4045.296,3.137916836,1859.098363,65
1349,2005,78.389206,37.45,65.32,3.99,48.07229,4087.143,3.276026926,2068.500129,65
1350,2006,83.730995,37.3,64.81,4.61,55.60917,4242.915,5.351397787,2251.087963,65
1351,2007,80.719406,37.1,63.36,4.58,50.77605,4454.024,6.33771869,2490.749127,65
1352,2008,81.894,37.1,66.59,5.05,59.83413,4052.9338,3.293524,2802.461962,65
1353,2009,83.07853,37.4,65.35,4.5,52.693207,4154.522,0.476898107,2651.817123,65
1354,2010,84.27571,38.1,67.17,5.03,62.953697,4004.3474,2.884175428,2852.547327,65
1355,2011,84.02641,38.4,67.19,5.26,63.526573,4004.556,4.163906883,3228.045741,65
1356,2012,86.71886,39.2,67.45,5.94,63.733906,4204.253,2.974708568,3355.036919,65
1357,2013,87.96929,40.2,67.29,6.44,63.952335,4409.617,3.694819199,3522.773706,65
1358,2014,85.49437,41.6,66.36,6.86,64.17213,4562.1045,4.443977583,3779.642336,65
1359,2015,90.52062,42.7,63.4,6.71,58.705162,5002.62,4.092170816,3994.636913,65
1360,2016,91.81558,44.3,63.34,7.16,59.468437,5357.698,2.677802555,4173.301666,65
1361,2017,93.3,45.7,65.09,8.76,69.085175,5708.0923,3.079851491,4454.04815,65
1362,2018,94.42924,46.95,64.12,9.04,64.02267,5774.4165,3.322097997,4478.424646,65
1363,2019,95.742004,48.6,62.92,8.3,60.101376,5851.735,3.866856575,4638.634943,65
1364,2020,97.05527,50.1,32.63816497829233,9.01,67.138596,5734.4775,-1.519328029,4603.339617,65
1365,2000,15.146257,0.7,85.52,0.41,54.666668,933.22345,2.503060562,363.4822793,66
1366,2001,16.432384,0.7,84.84,0.55,58.51064,1009.3095,3.658346471,336.1540207,66
1367,2002,17.710926,0.7,84.27,0.59,59.595955,1035.3723,5.164609466,343.6026312,66
1368,2003,18.984232,0.7,83.47,0.4,45.977013,983.6432,1.24860126,393.7396899,66
1369,2004,20.254652,0.7,83.19,0.55,58.51064,1041.267,2.340117313,407.3009759,66
1370,2005,20.2,0.7,81.56,0.49,55.68182,1031.7405,2.997272562,322.41554,66
1371,2006,22.796291,0.7,81.06,0.46,54.117645,1027.6909,1.189613767,453.4037133,66
1372,2007,24.072569,0.7,80.36,0.53,56.382977,1066.2617,6.817473228,659.992931,66
1373,2008,25.356077,0.7,80.15,0.52,54.166668,1051.0521,4.133009273,715.0965267,66
1374,2009,26.649527,0.7,79.25,0.52,54.166668,1076.7029,-1.122641485,674.0854826,66
1375,2010,27.955624,0.7,75.71,0.48,52.173912,1202.3784,4.813362867,672.4249304,66
1376,2011,29.27708,0.8,74.75,0.41,48.235294,1194.9143,5.612108175,651.1361134,66
1377,2012,26.2,0.8,76.36,0.49,69.014084,1131.1559,5.915288884,717.0505359,66
1378,2013,31.975958,0.8,78.53,0.48,75.0,982.06683,3.945683805,769.0031667,66
1379,2014,33.35312,0.9,78.57,0.42,60.869564,990.09143,3.696541843,787.2385644,66
1380,2015,34.74512,1.0,76.23,0.9,78.94737,1171.2323,3.825921667,769.2554754,66
1381,2016,33.5,1.1,75.29,1.1,68.32298,1285.7498,10.82062144,732.2915119,66
1382,2017,35.4,1.2,71.96,1.23,69.49152,1261.2085,10.30000049,855.5752706,66
1383,2018,45.0,1.4,69.88,0.76,51.00671,1122.0997,6.358491927,955.1112811,66
1384,2019,42.2,1.6,65.44,1.31,63.592236,1201.7898,5.646175568,1058.143368,66
1385,2020,44.66868,1.9,32.63816497829233,2.49,77.8125,1356.6588,6.988559971,1194.037865,66
1386,2002,1.2537057,1.3,91.04,0.0,0.0,806.6247,-0.985177525,333.0585793,67
1387,2003,2.5914624,1.2,89.05,0.0,0.0,916.40906,0.568510176,372.0561949,67
1388,2004,3.9263327,1.2,88.55,0.0,0.0,926.11926,2.76140199,405.0751184,67
1389,2005,5.2606664,1.2,88.53,0.0,0.0,915.8147,4.266098931,436.4752202,67
1390,2006,14.5362,1.2,88.29,0.0,0.0,913.9182,2.309357998,430.0039403,67
1391,2007,7.9376006,1.1,87.9,0.0,0.0,946.6117,3.262955456,493.7219932,67
1392,2008,9.28556,1.1,88.42,0.0,0.0,898.46826,3.203567307,599.9952372,67
1393,2009,4.7,1.1,87.89,0.0,0.0,907.2298,3.368974958,559.4145709,67
1394,2010,6.0,1.1,87.81,0.0,0.0,907.236,4.6109709,558.1746681,67
1395,2011,13.399912,1.1,87.87,0.0,0.0,896.62317,8.084779734,703.6605673,67
1396,2012,14.803885,1.1,87.81,0.0,0.0,890.10126,-1.712683012,616.375664,67
1397,2013,16.22769,1.1,87.71,0.0,0.0,886.97314,3.255904265,634.6620391,67
1398,2014,17.2,1.1,87.28,0.0,0.0,907.5775,0.964560751,623.3130914,67
